Class,level2,Categories,Number,Words
CLASS        IV,DIVISION        II,CLASS        IVDIVISION        II,588. Conversation ,"conversation, interlocution, collocution, colloquy, converse, confabulation, talk, discourse, verbal, intercourse, oral, communication, commerce, dialogue, duologue, trialogue, causerie, chat, chitchat, small, talk, table, talk, teatable, talk, town, talk, village, talk, idle, talk, tattle, gossip, tittletattle, babble, babblement, tripotage, cackle, prittleprattle, cancan, dit, fr, talk, town, talk, village, conference, parley, interview, audience, pourparler, teteatete, reception, conversazione, congress, council, powwow, us, hall, audience, durbar, palaver, debate, logomachy, war, words, gossip, tattler, paul, pry, tabby, chatterer, loquacity, interlocutor, spokesman, conversationist, dialogist, feast, reason, flow, soul, pope, mollia, tempora, fandi, talk, together, converse, confabulate, hold, conversation, carry, conversation, join, conversation, engage, conversation, put, word, shine, conversation, bandy, words, parley, palaver, chat, gossip, tattle, prate, loquacity, powwow, us, discourse, confer, commune, commerce, hold, converse, hold, conference, hold, intercourse, talk, closeted, talk, one, private, teteatete, conversing, interlocutory, conversational, conversable, discursive, discoursive, chatty, sociable, colloquial, thee, conversing, forget, time, paradise, lost"
CLASS        IV,DIVISION        II,CLASS        IVDIVISION        II,589. Soliloquy ,"soliloquy, monologue, apostrophe, monology, soliloquize, say, oneself, talk, oneself, say, aside, think, aloud, apostrophize, soliloquizing, aside, written, language"
CLASS        IV,DIVISION        II,CLASS        IVDIVISION        II,590. Writing ,"writing, chirography, stelography, cerography, penmanship, craftmanship, quill, driving, typewriting, writing, manuscript, ms, literae, scriptae, presents, stroke, pen, dash, pen, coupe, de, plume, line, headline, pen, ink, letter, uncial, writing, cuneiform, character, arrowhead, ogham, runes, hieroglyphic, contraction, brahmi, devanagari, nagari, script, shorthand, stenography, brachygraphy, tachygraphy, secret, writing, writing, cipher, cryptography, stenography, phonography, pasigraphy, polygraphy, logography, copy, transcript, rescript, rough, copy, fair, copy, handwriting, signature, sign, manual, autograph, monograph, holograph, hand, fist, calligraphy, good, hand, running, hand, flowing, hand, cursive, hand, legible, hand, bold, hand, cacography, griffonage, barbouillage, bad, hand, cramped, hand, crabbed, hand, illegible, hand, scribble, pattes, de, mouche, fr, illformed, letters, pothooks, hangers, stationery, pen, quill, goose, quill, pencil, style, paper, foolscap, parchment, vellum, papyrus, tablet, slate, marble, pillar, table, blackboard, ink, bottle, ink, horn, ink, pot, ink, stand, ink, well, typewriter, transcription, copy, inscription, record, superscription, indication, graphology, composition, authorship, cacoethes, scribendi, graphoidea, graphomania, phrenoia, writer, scribe, amanuensis, scrivener, secretary, clerk, penman, copyist, transcriber, quill, driver, stenographer, typewriter, typist, writer, press, author, write, pen, copy, engross, write, write, fair, transcribe, scribble, scrawl, scrabble, scratch, interline, stain, paper, write, record, sign, attest, enface, compose, indite, draw, draft, formulate, dictate, inscribe, throw, paper, dash, manifold, take, pen, take, pen, hand, shed, ink, spill, ink, dip, ones, pen, ink, writing, written, writing, black, white, ones, hand, uncial, runic, cuneiform, hieroglyphical, currente, calamo, sp, pen, hand, audacter, et, sincere, le, style, est, lhomme, meme, fr, natures, noblest, gift, gray, goose, natures, noblest, gift, gray, goose, quill, byron, scribendi, recte, sapere, et, principium, et, scribendi, recte, sapere, et, principium, et, fons, horace, mighty, instrument, little, men, byron, pen, became, clarion, longfellow"
CLASS        IV,DIVISION        II,CLASS        IVDIVISION        II,591. Printing ,"printing, block, printing, typeprinting, plate, printing, engraving, press, publication, composition, print, letterpress, text, context, note, page, column, typography, stereotype, electrotype, aprotype, type, black, letter, font, fount, pi, pie, capitals, letters, brevier, bourgeois, pica, boldface, capitals, caps, catchword, composingframe, composing, room, composing, rule, composing, stand, composing, stick, italics, justification, linotype, live, matter, logotype, lower, case, upper, case, makeup, matrix, matter, monotype, point, system, point, point, point, point, point, point, press, room, press, work, reglet, roman, running, head, running, title, scale, serif, shank, sheet, work, shoulder, signature, slug, underlay, folio, book, copy, impression, pull, proof, revise, authors, proof, galley, proof, press, proof, press, revise, printer, compositor, reader, printers, devil, copyholder, print, compose, put, press, go, press, pass, press, see, press, publish, bring, appear, print, rush, print, distribute, makeup, mortise, offset, overrun, rout, printed, type, typographical, solid, galleys"
CLASS        IV,DIVISION        II,CLASS        IVDIVISION        II,592. Correspondence ,"correspondence, letter, epistle, note, billet, post, card, missive, circular, favor, billetdoux, chit, chitty, letter, card, picture, post, card, postal, us, card, despatch, dispatch, bulletin, presents, rescript, rescription, post, messenger, correspond, write, send, letter, keep, correspondence, epistolary, furor, scribendi"
CLASS        IV,DIVISION        II,CLASS        IVDIVISION        II,593. Book ,"booklet, writing, work, volume, tome, opuscule, tract, tractate, livret, brochure, libretto, handbook, codex, manual, pamphlet, enchiridion, circular, publication, chap, book, part, issue, number, livraison, fr, album, portfolio, periodical, serial, magazine, ephemeris, annual, journal, paper, bill, sheet, broadsheet, leaf, leaflet, fly, leaf, page, quire, ream, subdivisions, book, chapter, section, head, article, paragraph, passage, clause, endpapers, frontispiece, cover, binding, folio, quarto, octavo, duodecimo, sextodecimo, octodecimo, encyclopedia, encompilation, collection, books, library, bibliotheca, press, publication, complete, description, definitive, work, treatise, comprehensive, treatise, dissertation, person, writes, book, writer, author, litterateur, fr, essayist, journalism, pen, scribbler, scribbling, race, literary, hack, grubstreet, writer, writer, press, gentleman, press, representative, press, adjective, jerker, diaskeaust, ghost, hack, writer, ink, slinger, publicist, reporter, penny, liner, editor, subeditor, playwright, poet, bookseller, publisher, bibliopole, bibliopolist, librarian, bookstore, bookshop, booksellers, shop, knowledge, books, bibliography, book, learning, knowledge, among, giant, fossils, past, browning, craignez, tout, dun, auteur, en, courroux, fr, authors, nobler, palms, remain, pope, lived, write, wrote, live, rogers, look, thy, heart, write, sidney, past, long, books, shall, live, bulwer, lytton, public, mind, creation, master, public, mind, creation, masterwriters, disraeli, volumes, prize, dukedom, tempest"
CLASS        IV,DIVISION        II,CLASS        IVDIVISION        II,594. Description ,"description, account, statement, report, expose, disclosure, specification, particulars, state, facts, summary, facts, brief, abstract, return, record, catalogue, raisonne, fr, list, guidebook, information, delineation, representation, sketch, monograph, minute, account, detailed, particular, account, circumstantial, account, graphic, account, narration, recital, rehearsal, relation, historiography, chronography, historic, muse, clio, history, biography, autobiography, necrology, obituary, narrative, history, memoir, memorials, annals, chronicle, saga, tradition, legend, story, tale, historiette, personal, narrative, journal, life, adventures, fortunes, experiences, confessions, anecdote, ana, trait, work, fiction, novel, romance, minerva, press, fairy, tale, nursery, tale, fable, parable, apologue, dime, novel, penny, dreadful, shilling, shocker, relator, raconteur, historian, recorder, biographer, fabulist, novelist, describe, set, forth, state, draw, picture, picture, portray, represent, characterize, particularize, narrate, relate, recite, recount, sum, run, recapitulate, rehearse, fight, ones, battles, unfold, tale, disclose, tell, give, account, render, account, report, make, report, draw, statement, detail, enter, particulars, enter, details, descend, particulars, descend, details, itemize, descriptive, graphic, narrative, epic, suggestive, welldrawn, historic, traditional, traditionary, legendary, anecdotic, storied, described, furor, scribendi"
CLASS        IV,DIVISION        II,CLASS        IVDIVISION        II,595. Dissertation ,"dissertation, treatise, essay, thesis, theme, monograph, tract, tractate, tractation, discourse, memoir, disquisition, lecture, sermon, homily, pandect, excursus, commentary, review, critique, criticism, article, leader, leading, article, editorial, running, commentary, investigation, inquiry, study, consideration, discussion, reasoning, exposition, explanation, commentator, critic, essayist, pamphleteer, expound, upon, subject, dissert, upon, subject, descant, upon, subject, write, upon, subject, touch, upon, subject, treat, subject, treat, subject, thoroughly, treat, subject, take, subject, ventilate, subject, discuss, subject, deal, subject, go, subject, go, subject, length, canvass, subject, handle, subject, justice, subject, hold, forth, oral, dissertation, discourse, delve, discursive, discoursive, disquisitionary, expository"
CLASS        IV,DIVISION        II,CLASS        IVDIVISION        II,596. Compendium ,"compend, compendium, abstract, precis, epitome, multum, parvo, analysis, pandect, digest, sum, substance, brief, abridgment, summary, apercu, draft, minute, note, excerpt, synopsis, textbook, conspectus, outlines, syllabus, contents, heads, prospectus, album, scrap, book, note, book, memorandum, book, commonplace, book, extracts, excerpta, cuttings, fugitive, pieces, fugitive, writing, spicilegium, flowers, anthology, collectanea, analecta, compilation, recapitulation, resume, review, abbreviation, abbreviature, contraction, shortening, compression, abridge, abstract, epitomize, summarize, make, abstract, prepare, abstract, draw, abstract, compile, abstract, recapitulate, review, skim, run, sum, abbreviate, shorten, condense, compress, compile, collect, compendious, synoptic, analectic, abrege, fr, abridged, variorum, short, epitome, substance, words, lies, nutshell"
CLASS        IV,DIVISION        II,CLASS        IVDIVISION        II,597. Poetry ,"poetry, poetics, poesy, muse, calliope, tuneful, nine, parnassus, helicon, pierides, pierian, spring, versification, rhyming, making, verses, prosody, orthometry, poem, epic, epic, poem, epopee, epopoea, ode, epode, idyl, lyric, eclogue, pastoral, bucolic, dithyramb, anacreontic, sonnet, roundelay, rondeau, fr, rondo, madrigal, canzonet, cento, monody, slang, elegy, amoebaeum, ghazal, palinode, dramatic, poetry, lyric, poetry, opera, posy, anthology, disjecta, membra, poetae, song, ballad, lay, love, song, drinking, song, war, song, sea, song, lullaby, music, nursery, rhymes, bad, poetry, doggerel, hudibrastic, verse, prose, run, mad, macaronics, macaronic, verse, leonine, verse, runes, canto, stanza, distich, verse, line, couplet, triplet, quatrain, strophe, antistrophe, verse, rhyme, assonance, crambo, meter, measure, foot, numbers, strain, rhythm, accentuation, voice, dactyl, spondee, trochee, anapest, hexameter, pentameter, alexandrine, anacrusis, antispast, blank, verse, ictus, elegiacs, elegiac, verse, elegaic, meter, elegaic, poetry, poet, poet, laureate, laureate, bard, lyrist, scald, skald, troubadour, trouvere, fr, minstrel, minnesinger, meistersinger, improvisatore, versifier, sonneteer, rhymer, rhymist, rhymester, ballad, monger, runer, poetaster, genus, irritabile, vatum, poetize, sing, versify, make, verses, rhyme, scan, poetic, poetical, lyric, lyrical, tuneful, epic, dithyrambic, metrical, catalectin, elegiac, iambic, trochaic, anapestic, amoebaeic, melibean, skaldic, ionic, sapphic, alcaic, pindaric, poem, round, perfect, star, alex, smith, dichtung, und, wahrheit, furor, poeticus, virtues, formed, magic, song, hayley, sing, must, tennyson, learnt, life, poets, de, stael, licentia, vatum, mutum, est, pictura, poema, muse, fire, henry, sweet, food, sweetly, uttered, knowledge, sidney, true, poem, poets, mind, emerson, volk, der, dichter, und, denker, wisdom, married, immortal, verse, wordsworth"
CLASS        IV,DIVISION        II,CLASS        IVDIVISION        II,598. Prose ,"prose, prose, writer, prosaicism, prosaism, prosaist, proser, prose, write, prose, write, prose, prosal, prosy, prosaic, unpoetic, unpoetical, rhymeless, unrhymed, prose, verse"
